production_id,date_key,product_id,facility_id,quantity_produced,defective_units,defect_rate_pct,batch_number
83,359,15,2,6928,39,0.56,BOAT-PROD-2023123322
84,436,4,2,7432,86,1.16,BOAT-PROD-2024035412
85,295,2,3,6400,17,0.27,BOAT-PROD-2023101270
86,576,15,3,4800,26,0.54,BOAT-PROD-2024077502
87,540,6,1,12184,71,0.58,BOAT-PROD-2024065875
88,56,4,1,10336,32,0.31,BOAT-PROD-2023022214
89,459,6,1,10752,62,0.58,BOAT-PROD-2024045284
90,248,13,3,2000,9,0.45,BOAT-PROD-2023097349
91,550,3,2,6672,55,0.82,BOAT-PROD-2024078881
92,628,11,3,2800,18,0.64,BOAT-PROD-2024096009
93,564,1,2,10720,113,1.05,BOAT-PROD-2024074046
94,375,7,2,8920,52,0.58,BOAT-PROD-2024014186
95,594,8,1,2400,6,0.25,BOAT-PROD-2024084808
96,445,10,1,792,5,0.63,BOAT-PROD-2024033209
97,334,7,1,11160,17,0.15,BOAT-PROD-2023117832
98,353,9,3,8592,24,0.28,BOAT-PROD-2023127304
99,458,3,1,6400,50,0.78,BOAT-PROD-2024042540
100,436,16,3,4800,23,0.48,BOAT-PROD-2024038531
101,497,9,2,4528,13,0.29,BOAT-PROD-2024057812
102,602,8,3,2400,9,0.38,BOAT-PROD-2024085639
103,571,8,3,2768,32,1.16,BOAT-PROD-2024073461
104,224,4,2,6400,38,0.59,BOAT-PROD-2023084013
105,577,6,1,20648,130,0.63,BOAT-PROD-2024076134
106,350,14,3,2000,9,0.45,BOAT-PROD-2023122386
107,144,16,1,23944,132,0.55,BOAT-PROD-2023052145
108,695,16,3,55728,446,0.8,BOAT-PROD-2024114112
109,41,14,1,2000,23,1.15,BOAT-PROD-2023028402
110,257,13,3,1560,17,1.09,BOAT-PROD-2023099268
111,366,6,2,18440,37,0.2,BOAT-PROD-2024011244
112,592,15,1,4800,43,0.9,BOAT-PROD-2024084646
113,389,9,2,11800,136,1.15,BOAT-PROD-2024012166
114,431,3,1,6400,19,0.3,BOAT-PROD-2024034482
115,272,2,1,6400,53,0.83,BOAT-PROD-2023094839
116,586,7,3,5288,61,1.15,BOAT-PROD-2024086415
117,179,10,3,2600,6,0.23,BOAT-PROD-2023063282
118,136,10,3,2760,33,1.2,BOAT-PROD-2023051576
119,61,9,2,2400,9,0.38,BOAT-PROD-2023034353
120,87,1,1,8288,61,0.74,BOAT-PROD-2023034646
121,590,13,1,320,3,0.94,BOAT-PROD-2024086887
122,281,2,1,6400,18,0.28,BOAT-PROD-2023104950
123,352,9,3,6848,55,0.8,BOAT-PROD-2023129144
124,215,15,3,4800,48,1.0,BOAT-PROD-2023089864
125,373,8,3,9872,32,0.32,BOAT-PROD-2024018664
126,163,3,2,14496,165,1.14,BOAT-PROD-2023063562
127,172,3,1,6400,52,0.81,BOAT-PROD-2023065801
128,472,3,1,6400,61,0.95,BOAT-PROD-2024047686
129,557,9,2,2624,11,0.42,BOAT-PROD-2024075263
130,434,15,3,4800,30,0.62,BOAT-PROD-2024034243
131,414,3,1,6400,20,0.31,BOAT-PROD-2024021380
132,202,7,2,2400,11,0.46,BOAT-PROD-2023075894
133,206,14,3,1136,3,0.26,BOAT-PROD-2023079286
134,106,8,3,2400,5,0.21,BOAT-PROD-2023049420
135,73,6,1,6400,10,0.16,BOAT-PROD-2023031077
136,314,16,3,26856,301,1.12,BOAT-PROD-2023114579
137,298,5,3,6400,29,0.45,BOAT-PROD-2023102379
138,145,4,3,6400,17,0.27,BOAT-PROD-2023052236
139,117,12,3,2800,17,0.61,BOAT-PROD-2023047720
140,457,3,1,7648,13,0.17,BOAT-PROD-2024046531
141,535,5,1,6400,60,0.94,BOAT-PROD-2024065580
142,13,2,3,12096,25,0.21,BOAT-PROD-2023015624
143,639,4,2,9608,103,1.07,BOAT-PROD-2024098225
144,581,8,1,9176,71,0.77,BOAT-PROD-2024081097
145,681,12,1,2800,13,0.46,BOAT-PROD-2024115320
146,148,11,1,1080,6,0.56,BOAT-PROD-2023057189
147,288,9,3,2400,21,0.88,BOAT-PROD-2023107692
148,136,5,1,6400,13,0.2,BOAT-PROD-2023059621
149,159,11,2,2208,6,0.27,BOAT-PROD-2023068009
150,93,1,1,6400,44,0.69,BOAT-PROD-2023044208
151,696,16,2,9416,104,1.1,BOAT-PROD-2024116245
152,213,10,2,2800,13,0.46,BOAT-PROD-2023081617
153,504,16,1,23296,261,1.12,BOAT-PROD-2024053870
154,550,11,2,2800,14,0.5,BOAT-PROD-2024075386
155,228,6,1,6400,19,0.3,BOAT-PROD-2023089750
156,363,14,1,2000,5,0.25,BOAT-PROD-2023128071
157,295,5,1,6400,44,0.69,BOAT-PROD-2023102943
158,424,4,2,8280,80,0.97,BOAT-PROD-2024028106
159,138,4,2,11368,50,0.44,BOAT-PROD-2023058845
160,65,5,1,12208,40,0.33,BOAT-PROD-2023031961
161,601,2,1,6400,69,1.08,BOAT-PROD-2024082654
162,565,5,2,6400,67,1.05,BOAT-PROD-2024076585
163,712,16,3,17544,44,0.25,BOAT-PROD-2024127023
164,251,15,3,4800,13,0.27,BOAT-PROD-2023091871
165,565,4,1,6400,13,0.2,BOAT-PROD-2024074134
166,408,5,3,7768,84,1.08,BOAT-PROD-2024027507
167,8,16,3,15128,116,0.77,BOAT-PROD-2023012595
168,506,6,2,6400,45,0.7,BOAT-PROD-2024053303
169,666,5,3,6400,38,0.59,BOAT-PROD-2024102336
170,186,13,2,2000,11,0.55,BOAT-PROD-2023071803
171,669,11,1,2800,16,0.57,BOAT-PROD-2024103950
172,328,15,2,34544,280,0.81,BOAT-PROD-2023115499
173,543,16,2,30656,267,0.87,BOAT-PROD-2024068534
174,172,9,1,4216,44,1.04,BOAT-PROD-2023064256
175,86,16,3,8776,59,0.67,BOAT-PROD-2023038268
176,279,11,3,480,6,1.25,BOAT-PROD-2023101206
177,522,16,3,16576,154,0.93,BOAT-PROD-2024065186
178,43,5,2,6400,10,0.16,BOAT-PROD-2023021501
179,528,10,1,2800,9,0.32,BOAT-PROD-2024062546
180,409,10,1,1072,2,0.19,BOAT-PROD-2024025883
181,36,8,3,2400,19,0.79,BOAT-PROD-2023022513
182,120,13,3,1672,7,0.42,BOAT-PROD-2023045489
183,167,9,2,2768,21,0.76,BOAT-PROD-2023069724
184,314,9,3,10616,32,0.3,BOAT-PROD-2023116368
185,588,6,3,7336,34,0.46,BOAT-PROD-2024081257
186,473,8,1,10000,77,0.77,BOAT-PROD-2024047877
187,678,16,3,20224,160,0.79,BOAT-PROD-2024115042
188,464,9,2,4816,10,0.21,BOAT-PROD-2024042703
189,609,12,3,2336,20,0.86,BOAT-PROD-2024084245
190,658,13,3,808,1,0.12,BOAT-PROD-2024107372
191,208,5,2,6400,10,0.16,BOAT-PROD-2023072741
192,334,7,2,9776,56,0.57,BOAT-PROD-2023115384
193,475,4,2,10048,87,0.87,BOAT-PROD-2024043219
194,337,14,3,320,4,1.25,BOAT-PROD-2023129555
195,202,7,2,2400,11,0.46,BOAT-PROD-2023079573
196,510,2,1,7504,53,0.71,BOAT-PROD-2024057442
197,1,4,3,6400,62,0.97,BOAT-PROD-2023015168
198,369,16,2,4800,26,0.54,BOAT-PROD-2024013329
199,141,11,2,2800,18,0.64,BOAT-PROD-2023052358
200,550,3,1,9888,57,0.58,BOAT-PROD-2024074211
201,122,8,3,17448,54,0.31,BOAT-PROD-2023052218
202,586,11,2,480,4,0.83,BOAT-PROD-2024085464
203,661,1,3,12608,58,0.46,BOAT-PROD-2024102794
204,136,15,2,4800,15,0.31,BOAT-PROD-2023054173
205,419,5,1,7360,13,0.18,BOAT-PROD-2024028190
206,251,8,1,20000,112,0.56,BOAT-PROD-2023099634
207,20,4,2,6400,39,0.61,BOAT-PROD-2023012636
208,465,9,3,2400,13,0.54,BOAT-PROD-2024044530
209,251,5,2,13208,54,0.41,BOAT-PROD-2023091835
210,527,4,2,6400,62,0.97,BOAT-PROD-2024066999
211,83,9,3,4168,43,1.03,BOAT-PROD-2023033603
212,707,2,2,10616,123,1.16,BOAT-PROD-2024127293
213,62,1,3,6400,55,0.86,BOAT-PROD-2023036169
214,721,9,2,6592,42,0.64,BOAT-PROD-2024126491
215,718,16,2,11680,133,1.14,BOAT-PROD-2024122362
216,184,8,1,2400,27,1.12,BOAT-PROD-2023071294
217,613,13,1,616,5,0.81,BOAT-PROD-2024096531
218,170,1,3,8248,62,0.75,BOAT-PROD-2023067016
219,352,9,3,4712,38,0.81,BOAT-PROD-2023124043
220,440,9,2,2592,24,0.93,BOAT-PROD-2024036555
221,707,3,1,9928,59,0.59,BOAT-PROD-2024126725
222,606,13,1,1504,17,1.13,BOAT-PROD-2024084893
223,563,9,1,2400,24,1.0,BOAT-PROD-2024079409
224,308,1,3,16176,32,0.2,BOAT-PROD-2023119449
225,703,10,2,2800,17,0.61,BOAT-PROD-2024129462
226,280,14,3,2000,19,0.95,BOAT-PROD-2023105143
227,204,8,1,2400,7,0.29,BOAT-PROD-2023079126
228,286,16,3,23240,67,0.29,BOAT-PROD-2023103029
229,382,10,3,2800,6,0.21,BOAT-PROD-2024014939
230,402,10,1,888,6,0.68,BOAT-PROD-2024024558
231,565,15,1,5600,25,0.45,BOAT-PROD-2024071777
232,335,14,1,2000,20,1.0,BOAT-PROD-2023127887
233,207,13,2,2000,21,1.05,BOAT-PROD-2023071260
234,453,8,1,13520,26,0.19,BOAT-PROD-2024036556
235,38,16,2,7512,11,0.15,BOAT-PROD-2023026766
236,293,12,2,2536,5,0.2,BOAT-PROD-2023101760
237,655,9,3,2680,6,0.22,BOAT-PROD-2024108552
238,283,11,3,2800,4,0.14,BOAT-PROD-2023107404
239,443,16,1,26912,283,1.05,BOAT-PROD-2024032825
240,304,5,3,16080,154,0.96,BOAT-PROD-2023107880
241,343,4,2,6400,46,0.72,BOAT-PROD-2023127232
242,627,4,1,6400,70,1.09,BOAT-PROD-2024097793
243,41,5,1,11816,41,0.35,BOAT-PROD-2023028292
244,136,8,3,7800,84,1.08,BOAT-PROD-2023058461
245,15,16,3,4800,16,0.33,BOAT-PROD-2023017734
246,36,12,3,2800,21,0.75,BOAT-PROD-2023025901
247,468,3,3,23960,208,0.87,BOAT-PROD-2024042626
248,124,16,2,15680,140,0.89,BOAT-PROD-2023058571
249,249,16,3,7160,17,0.24,BOAT-PROD-2023095338
250,300,4,1,12032,51,0.42,BOAT-PROD-2023103684
251,476,13,2,320,2,0.62,BOAT-PROD-2024046924
252,79,4,1,15936,158,0.99,BOAT-PROD-2023038741
253,325,2,2,10624,20,0.19,BOAT-PROD-2023118044
254,353,12,1,1288,13,1.01,BOAT-PROD-2023129753
255,13,6,1,8416,97,1.15,BOAT-PROD-2023019792
256,350,9,3,7856,87,1.11,BOAT-PROD-2023128240
257,536,8,3,8384,75,0.89,BOAT-PROD-2024061409
258,595,8,1,3752,28,0.75,BOAT-PROD-2024084291
259,29,4,3,11824,72,0.61,BOAT-PROD-2023015560
260,652,4,3,6400,68,1.06,BOAT-PROD-2024101359
261,116,11,1,960,10,1.04,BOAT-PROD-2023049813
262,106,15,2,4800,57,1.19,BOAT-PROD-2023043858
263,350,3,3,14112,159,1.13,BOAT-PROD-2023126089
264,400,9,1,2400,8,0.33,BOAT-PROD-2024028778
265,184,10,3,2216,20,0.9,BOAT-PROD-2023076860
266,533,7,2,4232,14,0.33,BOAT-PROD-2024067726
267,636,11,3,1424,16,1.12,BOAT-PROD-2024094810
268,161,1,1,12616,95,0.75,BOAT-PROD-2023064963
269,525,14,2,464,2,0.43,BOAT-PROD-2024067500
270,89,16,3,14000,139,0.99,BOAT-PROD-2023035079
271,395,1,1,6400,76,1.19,BOAT-PROD-2024011688
272,551,13,3,1568,18,1.15,BOAT-PROD-2024077341
273,228,6,3,6400,42,0.66,BOAT-PROD-2023084083
274,344,14,1,2000,13,0.65,BOAT-PROD-2023121048
275,387,1,3,7320,64,0.87,BOAT-PROD-2024019207
276,731,16,2,13136,78,0.59,BOAT-PROD-2024128624
277,70,6,1,7808,42,0.54,BOAT-PROD-2023032518
278,476,13,1,320,3,0.94,BOAT-PROD-2024047618
279,461,13,3,2000,10,0.5,BOAT-PROD-2024047518
280,163,1,1,6400,76,1.19,BOAT-PROD-2023061551
281,33,5,1,11552,59,0.51,BOAT-PROD-2023026626
282,106,15,2,4800,48,1.0,BOAT-PROD-2023045207
283,207,13,2,1744,9,0.52,BOAT-PROD-2023077262
284,594,1,3,6400,73,1.14,BOAT-PROD-2024087133
285,541,3,3,6400,20,0.31,BOAT-PROD-2024067110
286,499,3,2,6400,69,1.08,BOAT-PROD-2024054070
287,637,10,1,832,5,0.6,BOAT-PROD-2024099858
288,610,7,3,3312,37,1.12,BOAT-PROD-2024094475
289,546,13,3,1240,6,0.48,BOAT-PROD-2024068528
290,151,4,1,6400,25,0.39,BOAT-PROD-2023058833
291,336,15,3,16192,151,0.93,BOAT-PROD-2023128477
292,634,6,1,6400,66,1.03,BOAT-PROD-2024093501
293,563,13,3,880,10,1.14,BOAT-PROD-2024074166
294,229,11,1,480,3,0.62,BOAT-PROD-2023088890
295,379,8,2,2400,16,0.67,BOAT-PROD-2024015439
296,191,16,2,17824,128,0.72,BOAT-PROD-2023074350
297,432,9,1,3952,46,1.16,BOAT-PROD-2024035809
298,650,9,3,2400,14,0.58,BOAT-PROD-2024109327
299,395,15,3,4800,52,1.08,BOAT-PROD-2024018230
300,692,12,2,2800,23,0.82,BOAT-PROD-2024115682
301,719,13,2,1344,10,0.74,BOAT-PROD-2024128192
302,338,4,3,19792,200,1.01,BOAT-PROD-2023127007
303,6,9,1,6920,53,0.77,BOAT-PROD-2023015538
304,104,12,1,1496,6,0.4,BOAT-PROD-2023047322
305,51,5,3,10952,114,1.04,BOAT-PROD-2023026950
306,75,15,1,13168,40,0.3,BOAT-PROD-2023039542
307,301,1,2,29832,110,0.37,BOAT-PROD-2023102767
308,137,13,1,1056,7,0.66,BOAT-PROD-2023057443
309,401,15,1,7392,60,0.81,BOAT-PROD-2024025484
310,548,1,2,6400,42,0.66,BOAT-PROD-2024078949
311,21,5,2,6400,73,1.14,BOAT-PROD-2023014224
312,321,1,3,6400,58,0.91,BOAT-PROD-2023111298
313,336,10,1,480,3,0.62,BOAT-PROD-2023123933
314,56,4,2,10624,80,0.75,BOAT-PROD-2023027851
315,427,3,1,6400,54,0.84,BOAT-PROD-2024039282
316,319,2,3,24072,147,0.61,BOAT-PROD-2023115632
317,558,16,3,4800,55,1.15,BOAT-PROD-2024076415
318,515,3,3,6400,54,0.84,BOAT-PROD-2024056315
319,721,15,2,16456,76,0.46,BOAT-PROD-2024123874
320,650,9,1,2768,16,0.58,BOAT-PROD-2024105290
321,694,12,2,2800,20,0.71,BOAT-PROD-2024117630
322,103,6,2,14056,72,0.51,BOAT-PROD-2023042407
323,458,6,1,6400,70,1.09,BOAT-PROD-2024044824
324,66,13,3,1432,12,0.84,BOAT-PROD-2023039221
325,79,12,3,2800,22,0.79,BOAT-PROD-2023039710
326,270,12,3,2232,13,0.58,BOAT-PROD-2023099339
327,152,5,2,6400,17,0.27,BOAT-PROD-2023065152
328,406,5,2,6400,64,1.0,BOAT-PROD-2024022679
329,285,14,2,1080,10,0.93,BOAT-PROD-2023106733
330,9,4,3,6400,38,0.59,BOAT-PROD-2023011606
331,643,2,1,15624,158,1.01,BOAT-PROD-2024106484
332,335,10,2,480,2,0.42,BOAT-PROD-2023127351
333,455,11,2,688,2,0.29,BOAT-PROD-2024037321
334,35,13,2,2000,17,0.85,BOAT-PROD-2023026919
335,283,14,3,2000,12,0.6,BOAT-PROD-2023104205
336,136,13,2,752,5,0.66,BOAT-PROD-2023053286
337,535,14,1,2000,7,0.35,BOAT-PROD-2024068587
338,15,16,3,4800,18,0.38,BOAT-PROD-2023012322
339,130,2,3,6400,19,0.3,BOAT-PROD-2023055555
340,612,1,3,9816,18,0.18,BOAT-PROD-2024099742
341,123,12,2,2232,19,0.85,BOAT-PROD-2023056453
342,237,6,2,7672,51,0.66,BOAT-PROD-2023085753
343,187,5,3,6400,20,0.31,BOAT-PROD-2023073956
344,627,12,1,480,1,0.21,BOAT-PROD-2024093087
345,528,12,3,2800,6,0.21,BOAT-PROD-2024064949
346,319,10,2,2800,28,1.0,BOAT-PROD-2023115303
347,78,10,3,1424,8,0.56,BOAT-PROD-2023039404
348,13,8,3,2400,11,0.46,BOAT-PROD-2023019453
349,102,15,2,6992,53,0.76,BOAT-PROD-2023048424
350,22,11,2,2632,25,0.95,BOAT-PROD-2023017995
351,538,13,1,2000,22,1.1,BOAT-PROD-2024064105
352,530,9,2,2400,7,0.29,BOAT-PROD-2024065896
353,333,4,2,14184,99,0.7,BOAT-PROD-2023116696
354,27,5,3,6400,51,0.8,BOAT-PROD-2023011476
355,618,1,3,6400,36,0.56,BOAT-PROD-2024091460
356,172,9,3,3024,21,0.69,BOAT-PROD-2023061895
357,391,16,2,7608,79,1.04,BOAT-PROD-2024015767
358,486,2,2,6400,32,0.5,BOAT-PROD-2024049714
359,407,16,3,19280,129,0.67,BOAT-PROD-2024025384
360,347,8,2,4976,28,0.56,BOAT-PROD-2023124973
361,261,12,1,480,3,0.62,BOAT-PROD-2023095589
362,247,4,1,6400,13,0.2,BOAT-PROD-2023093830
363,315,14,2,320,1,0.31,BOAT-PROD-2023111725
364,160,13,3,608,5,0.82,BOAT-PROD-2023063346
365,442,2,1,6400,74,1.16,BOAT-PROD-2024032212
366,572,12,2,2800,33,1.18,BOAT-PROD-2024079319
367,552,5,2,6400,35,0.55,BOAT-PROD-2024075569
368,249,5,1,6400,66,1.03,BOAT-PROD-2023097352
369,600,11,3,1592,19,1.19,BOAT-PROD-2024089004
370,157,2,1,6400,45,0.7,BOAT-PROD-2023068405
371,443,15,2,6016,14,0.23,BOAT-PROD-2024031883
372,178,11,1,480,2,0.42,BOAT-PROD-2023068060
373,523,12,1,1352,6,0.44,BOAT-PROD-2024068606
374,729,14,3,776,3,0.39,BOAT-PROD-2024127982
375,603,4,2,17928,192,1.07,BOAT-PROD-2024086072
376,657,16,2,10312,85,0.82,BOAT-PROD-2024102271
377,36,2,1,6400,76,1.19,BOAT-PROD-2023023299
378,594,16,1,11384,82,0.72,BOAT-PROD-2024086799
379,256,3,2,10640,96,0.9,BOAT-PROD-2023098882
380,538,8,1,2400,12,0.5,BOAT-PROD-2024066617
381,505,10,3,480,4,0.83,BOAT-PROD-2024055548
382,91,11,2,2800,22,0.79,BOAT-PROD-2023049937
383,535,12,1,480,2,0.42,BOAT-PROD-2024063231
384,167,14,3,2000,5,0.25,BOAT-PROD-2023066828
385,109,5,2,9176,62,0.68,BOAT-PROD-2023049514
386,688,3,1,16416,54,0.33,BOAT-PROD-2024114375
387,397,4,1,28200,79,0.28,BOAT-PROD-2024022819
388,716,15,1,17784,171,0.96,BOAT-PROD-2024128657
389,497,1,1,6400,40,0.62,BOAT-PROD-2024051958
390,559,5,2,6400,51,0.8,BOAT-PROD-2024074054
391,529,4,2,6400,58,0.91,BOAT-PROD-2024066628
392,666,9,2,2400,28,1.17,BOAT-PROD-2024106339
393,271,6,3,9656,59,0.61,BOAT-PROD-2023092689
394,143,11,1,2800,15,0.54,BOAT-PROD-2023057802
395,151,9,3,16520,61,0.37,BOAT-PROD-2023051679
396,305,14,1,320,2,0.62,BOAT-PROD-2023115844
397,614,12,2,1568,16,1.02,BOAT-PROD-2024094781
398,43,2,3,18104,210,1.16,BOAT-PROD-2023029656
399,15,10,2,2192,8,0.36,BOAT-PROD-2023012630
400,67,5,1,23120,39,0.17,BOAT-PROD-2023036672
401,59,3,3,6400,44,0.69,BOAT-PROD-2023028802
402,542,11,1,2800,24,0.86,BOAT-PROD-2024068758
403,242,3,2,6400,22,0.34,BOAT-PROD-2023082162
404,594,6,3,6400,30,0.47,BOAT-PROD-2024082809
405,491,8,3,2400,10,0.42,BOAT-PROD-2024058190
406,553,8,1,14848,102,0.69,BOAT-PROD-2024079967
407,557,15,1,17752,108,0.61,BOAT-PROD-2024077785
408,672,5,3,9400,85,0.9,BOAT-PROD-2024116039
409,174,1,3,23976,46,0.19,BOAT-PROD-2023066126
410,44,7,3,7512,11,0.15,BOAT-PROD-2023022916
411,591,5,3,6400,54,0.84,BOAT-PROD-2024085376
412,19,7,1,2400,29,1.21,BOAT-PROD-2023014926
413,684,12,2,1432,5,0.35,BOAT-PROD-2024116460
414,686,16,1,8728,94,1.08,BOAT-PROD-2024112978
415,147,9,3,8112,71,0.88,BOAT-PROD-2023051067
416,513,7,1,3344,10,0.3,BOAT-PROD-2024053094
417,138,16,1,4800,14,0.29,BOAT-PROD-2023053733
418,591,5,1,6400,26,0.41,BOAT-PROD-2024086887
419,560,8,2,6960,14,0.2,BOAT-PROD-2024079656
420,269,11,1,2800,15,0.54,BOAT-PROD-2023098323
421,604,10,1,2240,4,0.18,BOAT-PROD-2024082509
422,201,7,2,2400,17,0.71,BOAT-PROD-2023075318
423,480,8,2,11664,127,1.09,BOAT-PROD-2024042632
424,124,14,1,2000,7,0.35,BOAT-PROD-2023051720
425,250,2,2,13896,29,0.21,BOAT-PROD-2023097600
426,358,13,3,1656,15,0.91,BOAT-PROD-2023126981
427,121,13,2,1512,15,0.99,BOAT-PROD-2023053995
428,191,15,2,15992,58,0.36,BOAT-PROD-2023077958
429,442,15,1,16472,196,1.19,BOAT-PROD-2024031871
430,270,8,1,11280,123,1.09,BOAT-PROD-2023096574
431,562,2,1,7504,88,1.17,BOAT-PROD-2024074264
432,333,4,1,12896,125,0.97,BOAT-PROD-2023111996
433,519,1,3,6400,33,0.52,BOAT-PROD-2024065511
434,74,14,1,1424,16,1.12,BOAT-PROD-2023035213
435,471,10,3,768,5,0.65,BOAT-PROD-2024045911
436,23,9,2,3128,17,0.54,BOAT-PROD-2023017497
437,126,11,3,1208,11,0.91,BOAT-PROD-2023055167
438,42,4,2,6400,72,1.12,BOAT-PROD-2023025555
439,154,1,1,11816,56,0.47,BOAT-PROD-2023061284
440,110,9,1,3648,38,1.04,BOAT-PROD-2023042797
441,582,10,1,2800,32,1.14,BOAT-PROD-2024085310
442,80,16,1,5056,22,0.44,BOAT-PROD-2023032599
443,479,16,1,16760,67,0.4,BOAT-PROD-2024043921
444,502,7,1,11160,33,0.3,BOAT-PROD-2024059883
445,172,13,3,800,5,0.62,BOAT-PROD-2023063694
446,546,10,3,2800,30,1.07,BOAT-PROD-2024064425
447,697,10,3,2800,14,0.5,BOAT-PROD-2024112894
448,71,16,2,4800,31,0.65,BOAT-PROD-2023037633
449,115,5,2,6400,77,1.2,BOAT-PROD-2023048161
450,345,10,1,1440,12,0.83,BOAT-PROD-2023121585
